interval,step_index,c0,c1,nu_prev,s,alpha,nu_new
0,1024,-1000.0,-900.0,-956.6060795368036,-936.2165232625302,6794.280061813074,-956.6060795368036
0,1024,-1000.0,-900.0,-928.7926216329959,-920.0628272359878,5370016830.131545,-928.7926216329959
0,1024,-1000.0,-900.0,-931.7835129252849,-937.4937511642416,2.804240356164558e-09,-931.7835129252849
0,1024,-1000.0,-900.0,-924.6849483622148,-941.8311222444621,2.9732335171116353,-924.6849483622148
0,2047,-1000.0,-900.0,-902.518242022689,-983.2285266892044,0.0002365385461491237,-902.518242022689
0,2047,-1000.0,-900.0,-992.2983827631527,-917.7025031287367,39395.41899518743,-992.2983827631527
0,2047,-1000.0,-900.0,-909.6827234503419,-941.913533447797,18287257.420432337,-909.6827234503419
0,2047,-1000.0,-900.0,-916.8534356346676,-962.3494417238842,0.0022289728478710764,-916.8534356346676
0,2047,-1000.0,-900.0,-903.1332011870687,-935.2329025727536,35325133.885633714,-903.1332011870687
0,2047,-1000.0,-900.0,-986.8620600744036,-920.5184949567221,0.00022513637140165115,-986.8620600744036
0,2047,-1000.0,-900.0,-981.4398937711783,-926.7102541861741,5.100123542624297e-09,-981.4398937711783
0,2047,-1000.0,-900.0,-940.0857043493266,-908.4101045650348,3.6939852200917323e-06,-940.0857043493266
0,2047,-1000.0,-900.0,-990.802959648709,-945.3376053583996,0.001174439266551973,-990.802959648709
0,2047,-1000.0,-900.0,-928.7261325044885,-980.6430921366103,417.86304768930205,-928.7261325044885
0,2047,-1000.0,-900.0,-955.4196977565367,-985.9293506769166,3.1041420904916513e-09,-955.4196977565367
0,2047,-1000.0,-900.0,-998.5985588418437,-958.0526266379591,0.00191030300974462,-998.5985588418437
0,2047,-1000.0,-900.0,-933.985283430362,-963.4505603466816,5.847473070554648e-09,-933.985283430362
0,2047,-1000.0,-900.0,-941.3692582300037,-969.0351235197282,192735860780.41296,-941.3692582300037
0,2047,-1000.0,-900.0,-920.073165643021,-981.5780303289184,591.2309685863526,-920.073165643021
0,2047,-1000.0,-900.0,-957.1297805472994,-915.5463429869059,2.8134032273318215e-11,-957.1297805472994
1,0,-20.0,10.0,-6.709393100186287,2.0885559016487254,1.934356197749626,-3.9013506409352767
1,0,-20.0,10.0,-14.556649295930269,2.232361547039793,9.660317956426477,-10.045222308749343
1,0,-20.0,10.0,-14.369102809600204,-12.782310029382845,0.42524723416908283,-14.369101859103532
1,0,-20.0,10.0,3.615754197821323,1.8594250985084848,4.7363195851620864e-05,3.6142988400017537
1,0,-20.0,10.0,0.9276798171230316,-5.983526841138537,2.0904508722600434e-09,0.9276798118423112
1,0,-20.0,10.0,-16.401330410368185,-12.781929614516924,2.416245518454448e-07,-16.401330410367525
1,0,-20.0,10.0,8.751467749298225,-5.907670525068559,2.633359945006693,-0.9611873424908381
1,0,-20.0,10.0,4.805984726215206,-13.638543682872733,43.10499095476842,-3.7637771074706725
1,0,-20.0,10.0,-16.85955428430511,-9.148905325387986,266554775726.7788,-9.148984032358747
1,0,-20.0,10.0,-5.018888350915274,-2.8784120263604374,4.591017726627448,-4.819169246428951
1,0,-20.0,10.0,-7.330516210205424,5.307301217844854,1.3421286778869301,-1.7261517894956906
1,0,-20.0,10.0,-19.213658437166135,-10.538662935895449,7.086368282406652e-05,-19.213658435289126
1,0,-20.0,10.0,-0.005427600414953382,-0.4575952757318513,0.0002506237849164519,-0.005518253494903295
1,0,-20.0,10.0,4.9114995604884335,-7.308061417774429,5.391265470611032e-09,4.91149882812682
1,0,-20.0,10.0,-11.378517412667804,3.8052602843561045,7.55918701358305e-07,-11.378483444576286
1,0,-20.0,10.0,9.291892192835752,5.977882210964015,34560573.56349621,5.977882211034672
1,1024,-20.0,10.0,0.6702711201179152,-8.614869233517995,4.636550124769076e-05,0.6701804988728429
1,1024,-20.0,10.0,-3.76200848332204,-3.6026571213226166,5.897283231193834e-07,-3.7620084809547563
1,1024,-20.0,10.0,-2.5059714658667502,-17.422302292307805,26346667915.63366,-17.420904700369263
1,1024,-20.0,10.0,6.657541016397872,-3.773766477993873,294814.5249050188,-3.7736187944177892
1,1024,-20.0,10.0,-1.5800636854801837,0.9165008430157084,9.885267688734906e-11,-1.58006368525336
1,1024,-20.0,10.0,-2.2807395556442898,-17.40961026902131,1.5386575683136344e-08,-2.2807395572169296
1,1024,-20.0,10.0,-6.412553575333595,-7.979364130343146,1.8031363495607806,-6.414890539597138
1,1024,-20.0,10.0,-8.396120207120644,-19.615612150410982,2.6925829203807775e-07,-8.396120207181427
1,1024,-20.0,10.0,-0.6531699460524052,-14.83112824213159,1246917569.436986,-14.828916376606113
1,1024,-20.0,10.0,-17.986921238755293,9.513684465061745,27.150732962875626,-5.171830430410068
1,1024,-20.0,10.0,-13.862548214936394,-17.05165072819807,4.1813162367507436e-07,-13.862548214936778
1,1024,-20.0,10.0,-9.955118560025173,-1.3054608449216676,6.673106640393768,-8.922703126510582
1,1024,-20.0,10.0,9.542514910791873,6.8962032470058245,201634331358.27222,6.896203247005829
1,1024,-20.0,10.0,5.523574332162892,1.5268852511788722,47.31075778998216,1.5313815368346972
1,1024,-20.0,10.0,-10.66160939412588,-0.9511587915476738,10411.507846797816,-2.5801148870945974
1,1024,-20.0,10.0,-11.708536824424641,9.753500073089516,3377619.944680709,9.718129756407013
1,2047,-20.0,10.0,0.1612765436159922,6.647094290754377,6.9682825793270595e-12,0.16127654897715946
1,2047,-20.0,10.0,-1.3851299033984905,3.0405055030253325,0.00029722710418029065,-1.3790067915391064
1,2047,-20.0,10.0,4.258348638906,-8.986036099126055,5.192438853382506e-07,4.258311932660299
1,2047,-20.0,10.0,-15.183376248570584,7.655300035392036,5.193353868157766e-09,-15.18336528126115
1,2047,-20.0,10.0,-6.933256557782098,7.987357422538941,797.7015260318894,7.160562478317143
1,2047,-20.0,10.0,-15.87758401482585,4.340038003993016,214564.95217043927,0.7118970648291859
1,2047,-20.0,10.0,-0.31290688442580705,4.76011856393632,5.93462644444661e-12,-0.31290688373722153
1,2047,-20.0,10.0,-8.131249467556684,-18.407989659410475,0.00011054921326409752,-8.131249500079184
1,2047,-20.0,10.0,-12.90588863106532,0.580628804140092,0.0005255620740446176,-12.90494980871363
1,2047,-20.0,10.0,-4.413293816694309,3.5843353659956048,2.2643016157726228e-10,-4.413293808538909
1,2047,-20.0,10.0,-18.965211054705176,-14.213988791933605,0.17965806080745178,-18.9652109351356
1,2047,-20.0,10.0,9.803719002131249,-19.914739680888836,6.381721118781569e-07,9.792233698068094
1,2047,-20.0,10.0,4.194073373264404,-8.2429247214985,9.044138012496132e-09,4.194072773710479
1,2047,-20.0,10.0,8.198340146248901,2.2133174537683207,44556438244.72605,2.213317453770763
1,2047,-20.0,10.0,-8.054287548483869,-16.143272657365056,0.0052682742829867416,-8.054289221892752
1,2047,-20.0,10.0,-4.326697449490248,5.744456235311473,1.1980572352220142,1.5854241753495888
2,0,0.0,0.001,0.0006337561487888071,0.0009693717962492678,2625862.945826009,0.0009693716685390541
2,0,0.0,0.001,0.0005344615692058754,0.0004777314962421073,0.004663374695905184,0.0005341981109221886
2,0,0.0,0.001,0.0007137708774586276,0.00019087507677445826,84016.42711487497,0.0001908812976179064
2,0,0.0,0.001,0.0007051710827706777,0.0008355830315827374,0.00014508969285900744,0.0007051900160334024
2,0,0.0,0.001,0.0009943298022331087,7.963459387294459e-05,4198170863.031093,7.963459409410234e-05
2,0,0.0,0.001,0.00022964083831147975,0.0006701666671812368,18986820504.39044,0.0006701666671595774
2,0,0.0,0.001,0.00010742993966462999,0.000606058371284779,2.555109955570213e-05,0.00010744268438961312
2,0,0.0,0.001,0.00037619924967377717,0.0007184809180332888,1.6911270657221452e-05,0.0003762050411628454
2,0,0.0,0.001,0.0005357294901252149,0.0006388861302717992,1.680892331749921e-09,0.000535729490298712
2,0,0.0,0.001,0.0008328588912837226,0.00023236847876674928,0.3077805334323908,0.0006914784861077883
2,0,0.0,0.001,0.0008032373004122908,0.0006105331576621817,2.2964165651443403e-06,0.0008032368575713945
2,0,0.0,0.001,5.8162610100598646e-05,0.00015812292674859474,1707625.0648937493,0.00015812286821770272
2,0,0.0,0.001,0.0006255851048914165,0.0005808429213285608,26.633107129921186,0.0005824611316231909
2,0,0.0,0.001,0.000409428167484167,0.0008873029363594173,0.23023758611950149,0.0004989090389339312
2,0,0.0,0.001,4.107795902671241e-05,0.000938802588109389,0.0029921452132867015,4.3757376793959486e-05
2,0,0.0,0.001,0.000368211301221511,0.0009721062409219387,115.32998911644573,0.0009669184655356489
2,1024,0.0,0.001,0.000606335715193751,0.0001690550388551484,5.517072184612174e-12,0.0006063357151913375
2,1024,0.0,0.001,0.0002665902388478969,0.0008196525734802315,6.167950844312598e-12,0.00026659023885131
2,1024,0.0,0.001,0.0007273339416795523,0.00010081003106818031,2.5535647422524417e-08,0.0007273339256742328
2,1024,0.0,0.001,0.00017027024963844895,0.00041172960648163396,9097110.147195717,0.0004117295799517251
2,1024,0.0,0.001,0.00022779394684846466,0.0008037533521241263,1.7800941688350027,0.0005966491408981867
2,1024,0.0,0.001,0.00011750864721449261,2.8340334935265222e-05,6.11570852346965e-06,0.00011750810185065137
2,1024,0.0,0.001,3.92214158258268e-05,0.00031609830791293236,8.549774044170247e-12,3.922141582819445e-05
2,1024,0.0,0.001,0.0002537374843888081,0.00031826190400204067,2586356.87000506,0.00031826187906247583
2,1024,0.0,0.001,0.0003208143118591522,0.000332227214187958,2.2296518667404439e-07,0.00032081431440466256
2,1024,0.0,0.001,0.0004647573729451137,1.0768732681026406e-05,6.366871343569039e-09,0.0004647573700539391
2,1024,0.0,0.001,0.0005996006507308083,0.0009072825920761474,11885.999887867934,0.00090725672766645
2,1024,0.0,0.001,0.0005436071774678197,0.0002766295165538606,2021954995.4288745,0.000276629516683613
2,1024,0.0,0.001,0.0008261421057209617,0.0007588319304570523,7.9331984455978e-09,0.0008261421051865535
2,1024,0.0,0.001,0.0003123969709022919,0.0003700485468460436,18490078.11280356,0.0003700485437256873
2,1024,0.0,0.001,0.00016737759297984016,0.0003699274806405413,1.685552007135186e-05,0.00016738100792329226
2,1024,0.0,0.001,0.000664858350543085,0.00014982742760020584,73907641206.33607,0.00014982742760594192
2,2047,0.0,0.001,0.00019142786149117796,0.0006927728930765228,1.5257838700645136e-06,0.0001914286267724372
2,2047,0.0,0.001,0.0004393536182765319,0.0003508256539725677,2.7383491335190717,0.00037449983290960276
2,2047,0.0,0.001,0.00021379240285646084,0.0006839966480443701,2024665.977980727,0.0006839964159102152
2,2047,0.0,0.001,0.0007252209091827546,5.4461265172833675e-05,27075956795.204994,5.446126519714767e-05
2,2047,0.0,0.001,0.00036576915311314906,6.909162862001861e-05,3.804475993747625e-07,0.0003657690402183955
2,2047,0.0,0.001,0.0007216642596279379,0.0007181247256769429,8545855.111229064,0.0007181247260916734
2,2047,0.0,0.001,0.0005177097389506002,0.00034940860813099093,224679.17484755543,0.00034940935687544084
2,2047,0.0,0.001,0.0003132301253891967,0.00024141442345749464,1.3116730636642868e-05,0.00031322918315307104
2,2047,0.0,0.001,0.0007683752660616605,0.0005826199051140314,4637829.250971058,0.0005826199451401948
2,2047,0.0,0.001,0.0004783356363344489,5.962116365488024e-05,155967284.28131095,5.9621166339951515e-05
2,2047,0.0,0.001,0.0009667297125165134,7.28456947268592e-05,18.31502357313571,0.00011910210066767846
2,2047,0.0,0.001,0.0007479974156664481,0.00014566078351037015,1.939260335505835e-10,0.0007479974155495872
2,2047,0.0,0.001,0.0009505623572224851,0.00017070793790339634,5.450267762652561e-06,0.0009505581044465675
2,2047,0.0,0.001,0.0005512657840492993,0.0009561866017377976,6.157268525533325e-10,0.000551265784298808
2,2047,0.0,0.001,0.0006627715354738939,0.00010797452604436508,1250950.90193604,0.00010797496937264839
2,2047,0.0,0.001,0.00043170691445990343,0.0005875612927226818,26302.16931710411,0.0005875553704317582
3,0,900.0,1000.0,924.0282233984032,966.6563018404585,201.8199027362562,966.6563018404585
3,0,900.0,1000.0,916.9248184804222,901.8709123863754,3.109507835659119e-09,901.8709123863753
3,0,900.0,1000.0,958.0002939374448,985.781651304729,3.63628118250204e-10,985.781651304729
3,0,900.0,1000.0,995.2619288683552,994.3816770765014,0.01810787751423708,994.3816770765015
3,0,900.0,1000.0,905.1638085155346,930.1479564427857,241681.97553922673,930.1479564427857
3,0,900.0,1000.0,983.9419919398431,998.0333627121908,2.98766651903516e-11,998.0333627121908
3,0,900.0,1000.0,905.4939306402933,945.7117147337785,198613.874667426,945.7117147337785
3,0,900.0,1000.0,945.3367141303571,983.9395062897541,3.4861159342655336e-11,983.9395062897541
3,0,900.0,1000.0,922.0547930432191,987.1004330307618,0.00029481417563226336,987.1004330307619
3,0,900.0,1000.0,966.4065965632899,931.1530125105935,1161.2209360083264,931.1530125105936
3,0,900.0,1000.0,913.0553228145542,955.0043557550451,11.452182795259835,955.0043557550451
3,0,900.0,1000.0,943.3183427139029,996.0569909885121,1341929509.4247851,996.056990988512
3,0,900.0,1000.0,998.3908869504762,948.1578520100517,195.9184295799927,948.1578520100518
3,0,900.0,1000.0,941.7322448941029,964.015048056547,614925.5476149959,964.0150480565469
3,0,900.0,1000.0,936.8054993995278,966.2117204531199,198971.0803117094,966.2117204531198
3,0,900.0,1000.0,931.5157404857949,965.871337139126,8.338316504183784e-09,965.871337139126
3,1024,900.0,1000.0,908.5385498619469,974.3567196174016,7.011739207488352e-10,974.3567196174015
3,1024,900.0,1000.0,922.7678625981761,988.9534975198076,5709007.733139958,988.9534975198075
3,1024,900.0,1000.0,981.9109381390066,995.3657585832343,11427.34688040226,995.3657585832343
3,1024,900.0,1000.0,953.8958420532,928.1867552537743,114891064.11746383,928.1867552537743
3,1024,900.0,1000.0,997.6684624542567,993.6567940033293,7.881375778562583e-12,993.6567940033294
3,1024,900.0,1000.0,929.606571280395,958.9090659118034,0.6221099203119582,958.9090659118034
3,1024,900.0,1000.0,946.5346559627636,984.9394935597866,1.480711533324684e-11,984.9394935597866
3,1024,900.0,1000.0,976.0840007211264,911.1919894391328,112799139.63387685,911.1919894391328
3,1024,900.0,1000.0,924.2700035625567,932.0756744884413,17.730233032893608,932.0756744884413
3,1024,900.0,1000.0,914.0051024029644,969.1140497432493,10677550651.944689,969.1140497432493
3,1024,900.0,1000.0,942.3498062559278,987.7078141817561,0.00016845116261522366,987.707814181756
3,1024,900.0,1000.0,956.7806370629518,951.6005192053824,1465.839005099756,951.6005192053824
3,1024,900.0,1000.0,909.7634298432073,953.6542663921807,10.47269424929829,953.6542663921807
3,1024,900.0,1000.0,949.5182615745262,937.2608869979276,1.848954196671504e-07,937.2608869979277
3,1024,900.0,1000.0,944.7259950626327,974.8781581750271,1.7989750286812031e-09,974.8781581750271
3,1024,900.0,1000.0,993.0450332746076,979.9110855250848,2.8549683726938806,979.9110855250847
3,2047,900.0,1000.0,933.575229943975,978.8603923151227,0.0004119733103970395,978.8603923151227
3,2047,900.0,1000.0,903.9829564792749,934.766930637694,1335306211.943494,934.766930637694
3,2047,900.0,1000.0,928.5322724468581,975.3272669083215,260474.82401700152,975.3272669083216
3,2047,900.0,1000.0,917.9623711369068,969.8688223240562,0.00033375384007606703,969.8688223240562
3,2047,900.0,1000.0,950.2519660722012,922.5724868974344,1.8801404414722764e-05,922.5724868974344
3,2047,900.0,1000.0,936.7213199553584,940.0354649390154,1146.750513002585,940.0354649390152
3,2047,900.0,1000.0,905.2177221190609,911.2943036818716,785158460.5283197,911.2943036818716
3,2047,900.0,1000.0,911.6665433004633,937.3937568177743,783372048.5463861,937.3937568177743
3,2047,900.0,1000.0,935.1932650248069,915.4751085491916,2.2866645060373513e-07,915.4751085491915
3,2047,900.0,1000.0,926.8812438015743,932.8779564949268,146913923109.6215,932.8779564949267
3,2047,900.0,1000.0,902.0414522337767,909.0557751613591,1454727.9838685056,909.0557751613591
3,2047,900.0,1000.0,958.4013681085529,982.1137552627305,92807114019.76804,982.1137552627305
3,2047,900.0,1000.0,932.6102694717576,917.9551757497636,1.89261746687387e-07,917.9551757497635
3,2047,900.0,1000.0,926.9144445267962,961.680006032625,8069415654.076296,961.680006032625
3,2047,900.0,1000.0,924.0952602662309,913.6875302847697,146.54448170811384,913.6875302847697
3,2047,900.0,1000.0,927.2896000334836,959.4274220630681,13637332.046083463,959.4274220630682
