case,nu_prev,s,alpha,stable,mp_reference,abs_error
53,-709.8214174261786,-1999.923941591083,23809985530531.598,-709.8214174261786,-709.821417426178641107981093228,0.0
54,-709.8847144298852,-1999.8917952194256,4.249946331328709e-20,-709.8847144298852,-709.88471442988520720973610878,0.0
55,0.1416363095270764,-1999.818134313608,4.0175095289663196e-20,0.1416363095270764,0.141636309527076398271713753983,4.628803910313449e-20
56,-9999.87510558694,100.15511152909455,5.404897385497836e+16,-9861.191327104136,-9861.19132710413629887899208129,5.186329950696254e-13
57,100.13151402720378,99.88153920477876,1.1219054729593604e-15,99.88153920477876,99.881539204778761131819919683,8.256338638103994e-30
58,1000.0571844233682,-1999.9843194572418,5145483.288695779,-15.45362985650172,-15.4536298565017275215606297472,7.025107284925299e-15
59,9999.855236415735,2000.1868211342507,9920058753033.645,2000.1868211342517,2000.18682113425074931001290679,9.094947017729282e-13
60,710.1922882158452,-1999.8204174473915,0.1382217208605796,1.9788962102402365,1.97889621024026631058465045309,2.976886268061017e-14
61,-99.8041858703129,-710.2100517730981,9394202648162.756,-99.8041858703129,-99.8041858703129065588655066676,4.250624391905731e-31
62,-1000.0349653643259,-99.936519670314,33953444525.67006,-1000.0349653643259,-1000.03496536432589891774114221,1.3458752475372697e-33
63,1999.7663862138454,-709.8624836204739,5.17971938888357e+20,-47.696452742654856,-47.6964527426547490828610895632,1.066003520102741e-13
64,100.1207611047814,-999.8571764542,1890757240712847.0,-35.1757538002027,-35.1757538002026919801052854796,7.059695505590247e-15
65,-1000.1700353555469,99.9301881253698,3.040333312705473e-14,-931.3640713803486,-931.364071380348597933205845084,7.156032999727457e-15
66,-999.8726976983716,-10000.01985049588,2.1375576652080752e-13,-999.8726976983716,-999.872697698371553087781649083,0.0
67,-1999.9691470114137,999.8387382561118,2.2997101992297386e+19,-955.5485088737535,-955.548508873753547740972893315,8.527397952415272e-14
68,-1999.7880052063797,-1999.9097550573968,2.940657461689846,-1999.7880052063797,-1999.78800520637969384551979601,0.0
69,0.18906652229293142,2000.0980481624042,240642767067457.75,2000.0980481624042,2000.09804816240420788566920876,3.439668901570364e-15
70,-709.9538883684565,9999.996351510928,6.2995288133189226e-12,9264.251916865607,9264.25191686560712160135415392,7.812340947790215e-14
71,-99.82495820558182,999.7783191878203,1.1152137755596578e-05,888.5494816307623,888.549481630762430871628797017,1.0128461440499899e-13
72,1999.8150875399047,-1999.8275347324588,0.047476711993983255,3.0475159619759324,3.04751596197592175525654979774,1.0686162440695078e-14
73,-2000.0321642719562,10000.071305246833,4.299942829175546e-18,7960.051211028053,7960.05121102805428275819355694,9.520932049497721e-13
74,-0.08279713338212147,0.026445765476045546,4.3889933803288126e-07,-0.08279708674439792,-0.0827970867443979112088128819209,1.294297085893281e-17
75,-709.8807782341936,1999.9807585454898,8.927802754846956e-11,1266.9607146008857,1266.96071460088555221455030303,1.4216629929681262e-13
76,9999.793595831261,710.0252783126564,0.0003791260898281321,710.0252783126562,710.025278312656382695422507823,2.2737367544323206e-13
77,-100.10009461255501,-0.22940615486989918,9.895631824541847e-17,-100.10009461255501,-100.100094612555011429777108568,7.86708244430074e-17
78,-9999.978178191366,-10000.010960288842,606641641446338.5,-9999.978178191366,-9999.9781781913661689031869173,0.0
79,-710.1921006843432,-709.9573517401845,1.211937224218214e-19,-710.1921006843432,-710.19210068434324512054445222,0.0
80,2000.0540414658005,-1999.7707791356395,4.255811161694213e-06,12.367225176811871,12.3672251768119795910812982125,1.0831216667525001e-13
81,99.75883816754877,-709.7529183183465,3.2892778073256664e-13,28.742938179692644,28.7429381796926435018887231851,2.807233708179233e-17
82,-2000.1412903479238,9999.936910260754,9.959437829049163e-16,7965.252779052063,7965.25277905206275628264741734,1.7772512258723278e-13
83,-1000.2345695186344,709.9225935772466,0.9789569865712705,-290.33324351489114,-290.333243514891191823213786653,5.458520395385334e-14
84,1000.1588533869267,-999.8316563950378,1.20308212021208e-07,15.933208953442659,15.9332089534426460959435022073,1.2543744076917864e-14
85,-100.1821041663443,-1000.0475542761018,4.084151017841004e+16,-100.1821041663443,-100.182104166344302598190552091,1.2663879443822463e-27
86,-99.77816122404143,1999.794991078105,2.2982844518687123e-07,1884.7308971572338,1884.73089715723389046333000258,7.814095556930142e-14
87,-2000.1069091772943,-2000.209055267554,1.7744036803189985e-09,-2000.1069091772943,-2000.10690917729425564175471663,0.0
88,1000.2343328691902,-2000.248304954273,2.491888969836995e-10,22.112809884647845,22.1128098846478877527872680852,4.261498112447354e-14
89,10000.118096594571,-1000.2327214914242,337999506694783.5,-33.45406555192676,-33.4540655519276128902976690562,8.526544963299067e-13
90,1000.048493954248,-100.10536271780362,1153664127.2884076,-20.866208911792228,-20.8662089117921958659132993435,3.194328769532685e-14
91,1000.0242892884263,709.76301770696,1.428430998498882e-21,709.76301770696,709.76301770695999948657117784,1.0795210693868056e-78
92,999.9949971608745,-0.06420533901846887,1.0097081826535031e-05,11.503273573054457,11.5032735730544662760608787811,8.974437690821904e-15
93,10000.24275336592,-0.16600280232394576,36931449760058.9,-0.16600280232341902,-0.166002802323913797267065110658,4.947786185002951e-13
94,9999.877552753553,2000.0715160947464,1311246847326.6902,2000.0715160947457,2000.07151609474635733931791037,6.821210263296962e-13
95,100.00904289879398,-709.7985303045206,31810.780105834467,-10.367560508360569,-10.3675605083605741772447985898,5.316691768199497e-15
96,0.19760971741306171,-0.07502096587379392,1.9607046185862664e-16,0.19760971741306166,0.197609717413061656998669460614,1.4988278587170548e-18
97,1999.7530039881906,-10000.201913295587,2010.2304427328036,-7.606004642607331,-7.60600464260730025829733452348,3.107585026779624e-14
98,9999.81405794809,10000.07748725689,303705086382.8104,10000.077487256889,10000.07748725689089042134583,1.8189894035458565e-12
99,-2000.024379109963,710.1363722129591,6.759417794494455e+17,-1248.833123554834,-1248.83312355483406003356132887,1.1363323930881623e-13
100,-1000.1951245926681,-1000.0648076036875,3.950424598085879e-11,-1000.1951245926681,-1000.19512459266809401015052572,0.0
101,-709.9158792105478,-710.0629705262063,5.5784697067856424e+16,-709.9158792105478,-709.915879210547814182064030319,0.0
102,-10000.240321693858,-999.8722491820969,0.006578698613617901,-10000.240321693858,-10000.2403216938582772854715586,0.0
103,-99.92746954120831,0.2245569779122007,3.103926939364904e-10,-99.92746954081977,-99.9274695408197708367016969437,6.7293042203386e-16
104,-709.8607466299994,2000.1597308312341,198578953007.56882,1316.3134368073765,1316.31343680737649395644333313,5.326534952868795e-14
105,100.07782981129317,-710.0468788497419,30970744988798.418,-31.064064164800257,-31.0640641648002641986113662816,7.08126211929909e-15
106,9999.877953401314,99.9266628977898,5.704383579810604e+18,99.92666289779118,99.9266628977897966024102061056,1.3784529073745944e-12
107,0.23622841811695544,-999.7682695617704,3.1347486830960093e-10,0.23622841771995096,0.236228417719950943175909252598,1.2879276745085929e-17
108,99.82632967117036,-10000.207100040518,7.696264262957928e-17,37.10321153042246,37.1032115304224631918957342167,3.4945766510760614e-17
109,-1999.9581206349603,9999.90925274219,873885.5184632865,8013.631836767549,8013.63183676754882257792222458,6.0750043895882e-13
110,0.007479779841070122,-2000.0316559838614,3.936575647406979e-14,0.007479779841030461,0.00747977984103046086290444088055,3.247853187029102e-19
111,99.81972217593066,999.9109251751061,6.326068723909344e-21,999.910925175106,999.910925175106058304663740507,1.1368683771457377e-13
112,999.9403630615808,-0.12137339761534965,4.764646591739856e-18,39.88530830706293,39.8853083070629423183052914097,1.4139084529305953e-14
113,-710.0139050553721,-0.22481118320965532,4.870931464607552e-16,-710.0139050553721,-710.013905055372105900698662984,3.890252250555232e-16
114,1999.8341595499048,710.2346613742526,183207099557.02484,710.2346613742525,710.234661374252596033329609782,1.1368683772161603e-13
115,-709.8056632586835,100.19395966808707,209381841.78326148,-590.4520334534129,-590.452033453412887742218790781,3.5593926677275176e-14
116,1999.8171289559393,-2000.1257250393332,4.758217622867845e-10,21.465977780798084,21.465977780797995591643927355,8.890382879440047e-14
117,-99.88230726106465,-0.007564841644078724,0.00019539739131403425,-99.88211335504774,-99.8821133550477343399008568439,1.2412372562040066e-15
118,1000.1796957725123,-2000.1876671493778,3.881370639077532e-09,19.367077488197765,19.3670774881977579567467003978,7.021648143240174e-15
119,-710.1740179812796,-710.1323150101123,1.7744316429085576e+20,-710.1740179812796,-710.174017981279575906228274107,0.0
120,-1000.0452247230243,-0.0190207033184428,7103891.519700931,-984.2880919896464,-984.288091989646486974804550003,5.496300885413183e-14
121,10000.086570476316,1999.896734115262,20458154059395.523,1999.896734115262,1999.89673411526200652588158846,1.727233711018889e-77
122,-1000.1624865263709,710.1920785696709,4.8586409954252575e-11,-313.718085211397,-313.718085211396953628973026734,5.679659832550966e-14
123,-1999.849569289057,9999.829274222067,7.009365418397507e-06,7988.111441546802,7988.11144154680208724073493683,2.1666835421526447e-13
124,0.07607378694491101,9999.96831723372,3.623513877657477e-05,9989.81887069668,9989.81887069668035991392419401,9.910659430986942e-13
125,-2000.006764115515,709.942461927007,7.10873761732155e-21,-1336.457264463638,-1336.45726446363801903481981155,7.159373857045634e-15
126,1000.1671576895747,-2000.0482526476062,3.4156895355369815e-17,37.9155671944842,37.9155671944842254301205606463,2.844119661983875e-14
127,-2000.0265683293899,710.0066491837076,6.955145553238232e-14,-1320.3166286945866,-1320.31662869458650534448710432,9.235867733905225e-14
128,9999.928386021056,-9999.815929164553,1.2193363619971688e-19,43.55081002172119,43.550810021720742703582369293,4.477201223144877e-13
129,2000.1577160450342,1999.8723765780585,3.508065999877397e+19,1999.8723765780587,1999.87237657805849266878794879,2.2737367544323206e-13
130,-999.8944027134308,-100.05048715604549,486.2273037583802,-999.8944027134308,-999.89440271343084987165639177,1.719748182318728e-41
131,100.10932607232643,-100.03703121552253,3.154796408026956e-16,35.69243752393761,35.6924375239376133294339388452,6.540939014697972e-17
132,-0.20525835158604677,0.18492729314706324,1.9252917988528308e-16,-0.20525835158604672,-0.205258351586046697384209894354,1.9323801778027038e-17
133,-2000.219458593697,-709.844272642032,0.3196883176298104,-2000.219458593697,-2000.21945859369702702679205686,0.0
134,100.12619211135994,9999.871083919532,1.3893302214822028e-05,9999.871083919532,9999.87108391953188402112573385,2.3601618670385658e-39
135,-999.8793167513326,1999.8500199235118,5.257516609492223e-13,971.696755751046,971.696755751046037403721775581,3.9108709379752524e-14
136,-710.0406924896139,-1000.1795752524622,1.1004500269579901e-09,-710.0406924896139,-710.040692489613888938038144261,0.0
137,-2000.115844052098,100.22472529280212,53880251251.08019,-1875.1810889076578,-1875.18108890765787327771377064,7.821589078999399e-14
138,-1000.193919569625,99.94520856579142,1.1689176617137013e-11,-925.4210687815631,-925.421068781563157234934579874,3.5460409663910945e-14
139,99.91508817069817,-1000.1496116753534,8.005855071161384e-06,11.735337400085683,11.7353374000856760749749107763,7.0821832898527556e-15
140,99.88756392482345,709.8093238439002,7784395.76406633,709.8093238439002,709.809323843900187966937664896,5.347579737520917e-51
141,-9999.762851055284,-0.07391416737093959,7.943564105867672e+19,-9954.015286401393,-9954.01528640139328531928536036,6.989064457688546e-13
142,-710.1831371405523,1999.7909542117268,4446866.79481135,1304.9155273862748,1304.91552738627478552066361085,3.5027823083063477e-15
143,9999.880332999608,0.0037702988449516694,3.549915056299611e+21,0.0037702988447563257,0.00377029884495166944830299455516,1.953437414634331e-13
144,999.8079057256455,100.24283001648811,6.082520238919357e-21,100.24283001648803,100.242830016488113642481044076,8.526512829600945e-14
145,-0.19891946882129352,-0.15364361969893775,6073177612419936.0,-0.15364361969893991,-0.153643619698937758955078086495,2.1560419487034383e-15
146,-10000.07021467197,-1000.2317917087237,2.103194568434478e+17,-10000.07021467197,-10000.0702146719704614952206612,0.0
147,-1999.80378362004,-709.888985826545,0.036302115040531484,-1999.80378362004,-1999.80378362003989423101302236,0.0
148,-99.8523314092016,1000.1503462364292,103769232293.61063,925.6634501776103,925.6634501776103149455873917,2.847115791708636e-14
149,-100.00878033298714,-710.0983595437625,1.2346918829874163e-05,-100.00878033298714,-100.00878033298714342436142033,4.552994781770565e-49
150,2000.1668610644074,-9999.874387305616,7.46381817670797e-20,44.041634756666326,44.0416347566663474991944146996,2.1287778252149107e-14
151,-9999.796719313721,-710.2466679250126,14746937764.576538,-9999.796719313721,-9999.7967193137210415443405509,0.0
152,709.8862078473928,100.19586044683432,3.3870108689300045e-17,100.19586044683433,100.19586044683431680368812522,1.4210854715201101e-14
153,99.83449146101545,-710.0765805408947,2.1817070438107106e-11,24.548328404935745,24.5483284049357486257029359439,3.5416995070153606e-15
154,1000.1361890714088,999.8461177332206,1998.5575674317797,999.8461177332206,999.846117733220580703346058726,1.0795210693868056e-78
155,9999.758247190553,2000.006902568561,3.668872614010057e-12,2000.0069025685625,2000.0069025685609176434809342,1.5916157281026244e-12
156,1000.2456817480174,10000.175354681713,1.2571376045563666e-21,10000.175354681713,10000.1753546817126334644854069,0.0
157,-100.17131620293422,2000.2269908722164,8.039894739573965e-12,1874.5090695443662,1874.50906954436605999483068973,1.243507322525952e-13
158,9999.885211048508,100.02365286579304,2.1181878461261205e-05,100.02365286579334,100.023652865793039268282882404,2.984279490192421e-13
159,2000.1959722451797,-1000.2071714181767,1.6750836137378018e-21,47.83842387019445,47.8384238701943899973658087941,5.6865658686748e-14
160,-100.08364318819862,710.0945255266122,2.080409726560686e-09,590.020181359705,590.02018135970500275870356037,1.7682038813096504e-14
161,-1000.1166471268078,9999.765772530856,2.7164669885371707e-19,8956.899340771894,8956.89934077189299451227248981,5.541505017750045e-13
162,-2000.2372623906117,100.22559141248111,1.0233795140693066e-07,-1916.106656229421,-1916.10665622942112313653895397,1.7827964329608804e-14
163,-709.823898730766,-709.8515008499626,3.2511134295886115e-14,-709.823898730766,-709.82389873076601816137554124,0.0
164,1000.0393344552264,-709.9344398840973,1.0197701492979322e-06,13.795933299887338,13.7959332998873858857017193442,4.803285023164799e-14
165,709.763697342959,-2000.171245012812,21343586579.958485,-23.7840171371123,-23.7840171371122793568209932294,2.123152090226153e-14
166,99.96372562814268,-9999.990222120518,1.9539977049704236e+18,-42.11640905298377,-42.1164090529837693804600214216,2.3844936732494266e-17
167,1000.2288289569216,-9999.812793525458,2.3658841983788175e-17,38.28279476058992,38.2827947605899083397566810905,1.4249376812511758e-14
168,-999.8082671345311,-2000.2105668695265,1.8067137725558212e+16,-999.8082671345311,-999.808267134531092779070604593,0.0
169,10000.21574642322,1999.9354518818386,5.211759320864552e-12,1999.9354518818382,1999.93545188183861682773567736,4.547473508864641e-13
170,10000.152536179083,-1999.8098645109158,0.00035971814163582706,7.930189773072925,7.93018977307211606429364899917,8.090991393067428e-13
171,-1999.8054159807655,2000.1472202967952,1.5195741256710615e-21,-47.59405252172451,-47.5940525217244570369697255238,4.969545592692059e-14
172,710.0859269944938,-100.19784979735743,72879941509.0447,-25.01207928733254,-25.0120792873325435320598301622,3.5979187344344926e-15
173,-1999.9022889371856,1000.2240261052484,6.507880919000438e-21,-1046.1595358932564,-1046.15953589325640394304652551,4.263779853323782e-14
174,9999.97470485921,-1999.7753347474072,1296391.9233305412,-14.075095520154719,-14.0750955201549459049446339674,2.273624731059141e-13
175,1999.8761971616877,0.13007927800352154,1.7275684758655504e+16,0.13007927800344987,0.130079278003521587623896434354,7.171572061105018e-14
176,1999.970565410928,-9999.79164957661,12485.996232659616,-9.432362993896504,-9.43236299389648100423210686655,2.311771685802727e-14
177,-1000.0184928140419,-999.9106037443522,1.2543862269823865e-15,-1000.0184928140419,-1000.01849281404190605826443061,0.0
178,-1999.883567154279,-710.0738486724938,8.442039717114565e-08,-1999.883567154279,-1999.88356715427903509407769889,0.0
179,-99.76079329960048,710.1197442052867,1.3663621587150048e-08,592.2504220112537,592.250422011253657981195905339,4.613199136303772e-14
180,-709.8477109247747,710.1342357911205,1.4991639445967248e-07,-15.426663202161649,-15.4266632021616843677014650637,3.559859521480743e-14
181,-709.9495384387493,-999.9511936652714,3.580449052080892e-14,-709.9495384387493,-709.949538438749300439667422324,0.0
182,-9999.880084642764,99.88320802791901,1163504113.6426685,-9879.122174538568,-9879.12217453856852960380542643,2.4163237589962224e-13
183,999.9942946748305,0.08551515568295714,3384652758592.463,0.08551515568319701,0.0855151556832283805131452250442,3.137218370159149e-14
184,10000.128296593413,99.88004716577899,14.821997543191397,99.88004716577962,99.8800471657789898927148897201,6.252776074688882e-13
185,99.82560649273998,9999.939220644063,1.768551632622057e-21,9999.939220644063,9999.93922064406251593027261376,2.504218410427866e-23
186,999.8347961930378,-2000.1738284006656,137465413.4811575,-18.738882905110927,-18.7388829051109766277686309804,4.971472933784027e-14
187,99.81221212923028,-9999.823911758918,9.61795153265004e-06,11.551879254355228,11.5518792543552245168268129754,3.4826132903282334e-15
188,999.8141674472477,999.8193544582778,1.103711963696969e+20,999.8193544582778,999.819354458277757657924667001,0.0
189,710.0022702159063,-9999.792933733368,1.1127786063215345e-05,11.406065328616478,11.4060653286164211594336014601,5.6767992274799756e-14
190,0.05648140404429497,-1999.7502968016909,827730839292.8009,-27.441953865167154,-27.4419538651671550771902220775,1.3405974132227368e-15
191,-999.8471733400934,-709.844302257146,8.934442344957187e-17,-999.8471733400934,-999.847173340093377191806212068,0.0
192,99.90687582803561,-999.8576277321121,2186140912358.031,-28.41315896488534,-28.4131589648853335854510800399,7.066111648413571e-15
193,-9999.965159184838,709.9528422566765,0.005528063076277885,-9295.210234710417,-9295.21023471041797313407143067,6.199352078647499e-13
194,-9999.936429206262,2000.0219896965364,2.635109384535541e-06,-8012.761025374401,-8012.76102537440037924539034944,1.8114947045464586e-13
195,710.0613679275912,-1999.9782464393634,1.1159439465848343e-17,39.03424594527564,39.034245945275600384456366267,4.256830897185585e-14
196,-709.8781552209352,-999.7825795491797,6.815362280202546e-21,-709.8781552209352,-709.878155220935241231927648187,0.0
197,2000.1089553579004,9999.780040649139,8.540145807439527e-22,9999.780040649139,9999.78004064913875481579452753,0.0
198,-0.2404290295416447,-709.9917340063062,3.967711114656722e-08,-0.24042906073937767,-0.240429060739377656825067647454,1.337214669535219e-17
199,-2000.0860813142838,9999.841559935974,92620490.04359505,8018.099499571598,8018.09949957159797408327435639,2.699909920475208e-13
200,-1000.1606772700733,-100.10563718642784,13471683.88246315,-1000.1606772700733,-1000.16067727007327903265831992,4.509164154577302e-37
201,-709.9899464505231,709.9734439398549,3.7387432092333373e+18,42.748778677864834,42.7487786778648626902484416465,2.848238163510963e-14
202,2000.1897045551077,-709.9225939047161,2.3468278063050846e+19,-44.602181313490746,-44.6021813134907603640266966999,1.425777275981313e-14
203,-709.962988619073,-709.8763401579309,0.05918958719818978,-709.962988619073,-709.962988619073030349682085216,0.0
204,100.21658971806364,-710.2279072178625,5.796082798742579e-20,44.294519550027175,44.2945195500271751335212009699,1.9183904279156334e-17
205,0.020916721367403746,-0.029941286867314898,666462003.4878739,-0.029941286790652555,-0.029941286790651084892748949436,1.4699350806406313e-15
206,100.09261071038117,-10000.244647818796,1.6133348892439622e+21,-48.832590349342354,-48.8325903493423395861170558405,1.428870043473718e-14
207,-1000.1684503826282,10000.106000428506,8.850640236506865e-15,8967.57926345048,8967.5792634504788339336470202,7.9574872996058e-13
208,-9999.957220256087,-709.8035240776964,6.071322444976401e-08,-9999.957220256087,-9999.95722025608665717300027609,0.0
209,999.9872358853773,1000.0267077139716,1.2740035563809953e+18,1000.0267077139717,1000.02670771397163207439007238,1.1368683772161603e-13
210,-0.07821324707525684,99.99131343729474,4.4183174700237315e-20,55.347157291067106,55.3471572910671032536723863535,2.435180802995648e-15
211,100.1260727535681,100.11310321937576,1.291964322265267e-13,100.11310321937574,100.1131032193757590675886604,1.4210854715202004e-14
212,9999.836026847412,-1000.1186395572166,5.988553581628027e+16,-38.63121139869145,-38.631211398690688044973111528,7.602216448422493e-13
213,-1999.7787126320284,-710.2329381647583,183593337931.7328,-1999.7787126320284,-1999.77871263202837326389271766,0.0
214,-0.24429800940689833,-709.7930958093131,198155791750.10883,-26.01231938528204,-26.0123193852820390400580774777,1.6445568351290587e-15
215,-709.8002534429178,709.9730832101999,1.6133459055133444e-21,-47.70314696088917,-47.7031469608892209067346423844,4.973806085884366e-14
216,999.8028598588796,-99.90015486466962,152713098.26276138,-18.844071544262306,-18.8440715442623627427519282422,5.6836593056293444e-14
217,-709.9836766761813,-2000.1791346442799,6.671984521125504e-07,-709.9836766761813,-709.983676676181289622036274523,0.0
218,-100.10206085799966,1000.1872139348566,51648774577675.336,931.6606406625648,931.66064066256481973289711038,3.1915651295430484e-14
219,1999.9482050160564,10000.161867666951,20192521558.389313,10000.161867666953,10000.1618676669513661181554198,1.8189894035458565e-12
220,10000.1355364924,-1999.8992406744262,4604361727.850734,-22.250269892889264,-22.2502698928888732885015448928,3.9086760903984303e-13
221,100.06942372974822,999.7681283426473,253766.2882559678,999.7681283426474,999.768128342647287354338914156,1.1368683772161603e-13
222,1999.9378808848796,-1000.0454750968032,9.558931064984776e+19,-46.00659267441256,-46.0065926744124951193008952487,6.394375651993865e-14
223,100.04313438969595,-10000.137100560516,2.7416599053878814,-1.0085635418603687,-1.00856354186036334180845181122,5.3312336513713035e-15
224,-709.7541379128025,100.17002705472929,9.240984337219509e-11,-632.6888984710259,-632.688898471025975583325350381,3.909590349132562e-14
